row,tier,tier_reason,business_name,display_name,city,state,email,website,phone,rating,review_count,closed_days,open_days_count,signal_used,subject,first_line,spam_flags
170,A,email domain matches clinic website,Pure Skin Palm Beach,Pure Skin Palm Beach,West Palm Beach,FL,info@pureskinpalmbeach.com,https://www.pureskinpalmbeach.com/,(561) 346-0833,5.0,220,Sunday,6,weekend_gap_high_demand,sunday calls,"220 Google reviews at 5.0 says the demand around West Palm Beach is already there, and the listing has you closed Sundays.",
171,SUPPRESS,"scraper placeholder, would hard bounce",Queen Aesthetics,Queen Aesthetics,Houston,TX,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.queenaesthetics.net/,(832) 426-4489,5.0,209,Monday;Sunday,5,,,,
172,SUPPRESS,"scraper placeholder, would hard bounce",Radiant Heights Med Spa,Radiant Heights,San Antonio,TX,user@domain.com,http://www.radiantheightsmedspa.com/?utm_source=GBP,(210) 549-6880,5.0,209,Sunday,6,,,,
173,C,"corporate domain does not match website, verify before send",Recharge Medical,Recharge,San Francisco,CA,rechargeadmin@ddphealth.com,https://recharge.clinic/,(415) 409-3456,4.8,171,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"171 Google reviews at 4.8 says the demand around San Francisco is already there, and the listing has you closed Sundays.",
174,A,email domain matches clinic website,Reclaim Med Spa & Wellness,Reclaim Med Spa & Wellness,St Louis,MO,info@reclaimmedspastl.com,http://www.reclaimmedspastl.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(314) 310-2068,5.0,136,Sunday,6,sunday_closed,sunday calls,"Sunday reads closed on the listing, which tends to be a heavy browsing day for injectables.",
175,A,email domain matches clinic website,Refreshed M.D.,Refreshed M.D.,Portland,OR,hello@refreshedmd.com,http://www.refreshedmd.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(503) 208-6479,5.0,213,Sunday,6,weekend_gap_high_demand,sunday calls,"5.0 across 213 reviews, and the calendar still shows Sunday dark.",
176,A,email domain matches clinic website,Reneux Med & Day Spa,Reneux Med & Day Spa,Honolulu,HI,info@reneuxmeddayspa.com,http://reneuxmeddayspa.com/,(808) 593-7844,4.9,215,Sunday,6,weekend_gap_high_demand,sunday calls,"215 Google reviews at 4.9 says the demand around Honolulu is already there, and the listing has you closed Sundays.",
177,A,email domain matches clinic website,RenewMD Beauty and Wellness,RenewMD Beauty and Wellness,Sacramento,CA,info@renewmdwellness.com,https://renewmdwellness.com/fremont-medical-spa/,(510) 744-1582,4.7,174,Monday;Sunday,5,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 174 reviewers are scrolling.",
178,A,email domain matches clinic website,RESTOR Medical Spa | Central Park,RESTOR Medical Spa | Central Park,Denver,CO,info@restormedicalspa.com,https://www.restormedicalspa.com/?utm_medium=organic&utm_source=gmblisting&utm_campaign=cp,(720) 388-6244,4.9,465,Monday;Sunday,5,weekend_gap_high_demand,sunday calls,"4.9 across 465 reviews, and the calendar still shows Sunday dark.",
179,SUPPRESS,duplicate of row 178 (multi-location chain),RESTOR Medical Spa | LoHi,RESTOR Medical Spa | LoHi,Denver,CO,info@restormedicalspa.com,https://www.restormedicalspa.com/?utm_medium=organic&utm_source=GMBlisting&utm_campaign=lohi,(720) 409-1442,4.9,363,Monday;Sunday,5,,,,
180,A,email domain matches clinic website,Restore Hyper Wellness,Restore Hyper Wellness,Minneapolis,MN,frontdeskca001@restore.com,https://www.restore.com/locations/ca-laguna-niguel-ca001?utm_source=gmb&utm_medium=Yext&y_source=1_MzE2Mjk4MjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(949) 312-2626,4.9,364,,7,high_volume_phone_load,front desk,4.9 across 364 reviews suggests the phone rarely stops.,
181,A,email domain matches clinic website,Reviv Med Spa & Laser Treatment,Reviv Med Spa & Laser Treatment,San Francisco,CA,reviv@revivmedspa.com,https://www.revivmedspa.com/,(650) 697-3339,4.6,149,Monday;Sunday,5,sunday_closed,sunday calls,Noticed Sundays are dark on your listing.,
182,A,email domain matches clinic website,Revive Medical,Revive,Philadelphia,PA,info@revivephilly.com,https://www.revivephilly.com/,(844) 738-4832,4.9,711,Monday;Sunday,5,weekend_gap_high_demand,sunday calls,"711 Google reviews at 4.9 says the demand around Philadelphia is already there, and the listing has you closed Sundays.",
183,C,"corporate domain does not match website, verify before send",Ringpfeil Advanced Dermatology,Ringpfeil Advanced Dermatology,Philadelphia,PA,rad@ringpfeildermatology.com,https://philadelphiadermatology.com/?utm_source=gbp&utm_medium=organic&utm_campaign=localsearch,(215) 545-5459,4.8,907,Sunday,6,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 907 reviewers are scrolling.",
184,A,email domain matches clinic website,River Oaks MedSpa,River Oaks,Houston,TX,info@riveroaksmedspa.com,http://www.riveroaksmedspa.com/,(713) 621-2600,4.8,195,Monday;Sunday,5,weekend_gap_high_demand,sunday calls,"4.8 across 195 reviews, and the calendar still shows Sunday dark.",
185,B,"free provider, real but likely personal",SAFI MIRAN Las Vegas Laser & Rejuvenation Center,SAFI MIRAN Las Vegas Laser & Rejuvenation Center,Las Vegas,NV,20safimiranbeauty@gmail.com,http://safimiran.com/,(702) 347-0103,4.9,138,Saturday;Sunday,5,full_weekend_closed,weekend calls,"Saturday and Sunday both read closed on your listing, which is when a lot of aesthetic searches happen.",
186,A,email domain matches clinic website,San Antonio Med Spa,San Antonio,San Antonio,TX,info@samedspa.com,https://samedspa.com/dominion-med-spa-san-antonio-tx/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(210) 446-6263,5.0,255,Sunday,6,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 255 reviewers are scrolling.",
187,A,email domain matches clinic website,Sanctuary Medical Aesthetic Center,Sanctuary Medical Aesthetic Center,Fort Lauderdale,FL,info@sanctuarymedical.com,https://www.sanctuarymedical.com/?UTM_source=GMB_listing&UTM_medium=organic,(954) 256-8494,5.0,133,Saturday;Sunday,5,full_weekend_closed,weekend calls,"Weekends show closed on your Google profile, Saturday and Sunday.",
188,SUPPRESS,duplicate of row 187 (multi-location chain),Sanctuary Medical Center,Sanctuary Medical Center,Boca Raton,FL,info@sanctuarymedical.com,https://www.sanctuarymedical.com/?UTM_source=GMB_listing&UTM_medium=organic,(561) 221-0457,4.9,679,Saturday;Sunday,5,,,,
189,B,"free provider, real but likely personal","Sani Aesthetics Medical Spa San Jose - Omeed Sani, MD",Sani Aesthetics Medical Spa San Jose,San Jose,CA,drsaniaesthetics@gmail.com,https://saniaesthetics.com//?utm_source=google&utm_medium=organic&utm_campaign=GMB,(408) 884-8890,4.8,167,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 167 reviewers are scrolling.",
190,A,email domain matches clinic website,SANTÃ‰ Aesthetics & Regenerative Medicine,SANTÃ‰ Aesthetics & Regenerative,Portland,OR,info@santepdx.com,https://santepdx.com/,(971) 407-3066,4.6,151,,7,rating_floor,front desk,4.6 on Google puts you above most of the field.,
191,A,email domain matches clinic website,Sculpt AZ Medspa,Sculpt AZ,Phoenix,AZ,frontdesk@sculptazmedspa.com,https://www.sculptazmedspa.com/,(602) 699-3311,5.0,192,Sunday,6,weekend_gap_high_demand,sunday calls,"192 Google reviews at 5.0 says the demand around Phoenix is already there, and the listing has you closed Sundays.",
192,A,email domain matches clinic website,Sculpt Med Spa Downtown Los Angeles,Sculpt Med Spa Downtown Los Angeles,Los Angeles,CA,info@sculptdtla.com,https://www.sculptdtla.com/,(213) 265-7284,4.8,216,Sunday,6,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 216 reviewers are scrolling.",
193,A,email domain matches clinic website,Selarom Plastic Surgery & Spa,Selarom Plastic Surgery & Spa,Salt Lake City,UT,receptionist@selaromutah.com,http://www.selaromutah.com/,(801) 609-3544,4.8,198,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"4.8 across 198 reviews, and the calendar still shows Sunday dark.",
194,A,email domain matches clinic website,Serenity Aesthetics & Wellness,Serenity Aesthetics & Wellness,San Francisco,CA,info@serenitymedspa.com,https://serenitymedspa.com/?y_source=1_MTA2NzU1NDY2OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(415) 781-9200,4.5,316,Sunday,6,weekend_gap_high_demand,sunday calls,"316 Google reviews at 4.5 says the demand around San Francisco is already there, and the listing has you closed Sundays.",
195,A,email domain matches clinic website,Shino Bay Cosmetic Dermatology & Laser Institute,Shino Bay Cosmetic Dermatology & Laser Institute,Fort Lauderdale,FL,info@shinobayderm.com,https://www.shinobayderm.com/?utm_source=google&utm_medium=organic&utm_campaign=online_search&utm_id=local,(954) 765-3005,4.8,286,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 286 reviewers are scrolling.",
196,B,"free provider, real but likely personal",Shiny Laser Skin Clinic,Shiny Laser Skin Clinic,Salt Lake City,UT,shinylaserclinic@gmail.com,https://shinylaserclinic.com/,(213) 382-5888,4.8,365,Sunday,6,weekend_gap_high_demand,sunday calls,"4.8 across 365 reviews, and the calendar still shows Sunday dark.",
197,A,email domain matches clinic website,SKIN,Skin,Las Vegas,NV,info@skinlv.com,https://www.skinlv.com/,(702) 705-7546,4.9,134,Monday;Sunday,5,sunday_closed,sunday calls,Your Google hours show Sundays closed in Las Vegas.,
198,SUPPRESS,"scraper placeholder, would hard bounce",Skin NV Tampa Med Spa,Skin NV Tampa,Tampa,FL,user@domain.com,http://www.skinnv.com/,(813) 839-4141,4.8,618,Sunday,6,,,,
199,A,email domain matches clinic website,Skin Pharm,Skin Pharm,Nashville,TN,hello@skinpharm.com,https://skinpharm.com/nashville,(615) 582-6726,5.0,519,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"5.0 across 519 reviews, and the calendar still shows Sunday dark.",
200,SUPPRESS,duplicate of row 199 (multi-location chain),Skin Pharm,Skin Pharm,Raleigh,NC,hello@skinpharm.com,https://skinpharm.com/raleigh,(984) 359-9802,5.0,118,Saturday;Sunday,5,,,,
201,A,email domain matches clinic website,Skin Synthesis Clinic & Spa,Skin Synthesis Clinic & Spa,Seattle,WA,info@skinsynthesis.com,https://www.skinsynthesis.com/,(206) 486-4784,5.0,187,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 187 reviewers are scrolling.",
202,A,email domain matches clinic website,Skin Verse,Skin Verse,Beverly Hills,CA,info@skinversemedspa.com,https://skinversemedspa.com/,(424) 255-9289,4.9,218,Sunday,6,weekend_gap_high_demand,sunday calls,"4.9 across 218 reviews, and the calendar still shows Sunday dark.",
203,SUPPRESS,duplicate of row 80 (multi-location chain),Skindale Medspa,Skindale,Scottsdale,AZ,seo.loginuser@growth99.com,http://www.skindalemedspa.com/,(623) 401-7546,5.0,119,Sunday,6,,,,
204,C,"corporate domain does not match website, verify before send",SkinMD Boston,SkinMD Boston,Boston,MA,eclipse@1x-1.0s-200px-200px-12.gif,https://skinmd1.com/,(617) 923-0396,4.8,464,Sunday,6,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 464 reviewers are scrolling.",
205,A,email domain matches clinic website,Skinova Medspa,Skinova,New York,NY,contact@skinovamedspa.com,http://www.skinovamedspa.com/,(212) 339-3993,4.7,275,Monday,6,monday_closed,monday backlog,Monday closed on the profile means two days of missed calls to clear.,
206,A,email domain matches clinic website,SkinSpirit Charlotte,SkinSpirit Charlotte,Charlotte,NC,charlotte@skinspirit.com,https://www.skinspirit.com/locations/charlotte/,(980) 381-3400,5.0,148,Sunday,6,sunday_closed,sunday calls,Your Google hours show Sundays closed in Charlotte.,
207,A,email domain matches clinic website,SkinSpirit Portland,SkinSpirit Portland,Portland,OR,nwportland@skinspirit.com,https://www.skinspirit.com/locations/portland/,(971) 369-7400,4.9,168,Sunday,6,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 168 reviewers are scrolling.",
208,A,email domain matches clinic website,SkinSpirit Seattle - Green Lake,SkinSpirit Seattle,Seattle,WA,greenlake@skinspirit.com,https://www.skinspirit.com/locations/seattle-green-lake/,(206) 656-1020,4.8,160,Sunday,6,weekend_gap_high_demand,sunday calls,"4.8 across 160 reviews, and the calendar still shows Sunday dark.",
209,A,email domain matches clinic website,SLM Medspa,SLM,Atlanta,GA,info@slmmedspa.com,https://www.slmmedspa.com/,(678) 820-1020,4.9,101,Monday;Sunday,5,sunday_closed,sunday calls,Your Google hours show Sundays closed in Atlanta.,
210,C,"corporate domain does not match website, verify before send",Soleil Medical & Beauty SPA,Soleil Medical & Beauty SPA,Portland,OR,info@soleilmedicalspa.com,http://www.soleilmedicalspapdx.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(503) 244-7717,4.3,145,Saturday;Sunday,5,full_weekend_closed,weekend calls,"Weekends show closed on your Google profile, Saturday and Sunday.",
211,A,email domain matches clinic website,Spa Medica Aesthetic,Spa Medica Aesthetic,Los Angeles,CA,info@spamedicaaesthetic.com,https://spamedicaaesthetic.com/,(424) 302-1354,4.9,133,Sunday,6,sunday_closed,sunday calls,Noticed Sundays are dark on your listing.,
212,A,email domain matches clinic website,SpaDerma,SpaDerma,Chicago,IL,info@spaderma.com,https://www.spaderma.com/,(773) 529-5277,4.9,792,,7,high_volume_phone_load,front desk,792 reviews at 4.9 is a lot of traffic running through one front desk.,
213,A,email domain matches clinic website,St. Louis Skin Solutions,St. Louis Skin Solutions,St Louis,MO,info@stlouisskin.com,https://stlouisskin.com/,(314) 485-7845,4.8,254,Monday;Saturday;Sunday,4,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 254 reviewers are scrolling.",
214,A,email domain matches clinic website,Suddenly Slimmer Med Spa,Suddenly Slimmer,Phoenix,AZ,info@suddenlyslimmer.com,https://www.suddenlyslimmer.com/,(602) 952-8446,4.7,1083,Sunday,6,weekend_gap_high_demand,sunday calls,"4.7 across 1083 reviews, and the calendar still shows Sunday dark.",
215,SUPPRESS,"scraper placeholder, would hard bounce",The Aesthetic Method Medical Spa,The Aesthetic Method Medical Spa,Detroit,MI,user@domain.com,https://www.theaestheticmethod.com/?utm_source=GMB&utm_medium=organic,(313) 992-6659,5.0,381,Friday;Saturday;Sunday,4,,,,
216,A,email domain matches clinic website,The Aesthetic Room by Dr. Rahi,The Aesthetic Room by Dr. Rahi,Beverly Hills,CA,admin@doctorrahi.com,https://doctorrahi.com/,(310) 819-0769,4.8,148,,7,service_breadth,pricing questions,Running facials alongside skin care means a lot of different pricing questions.,
217,C,"corporate domain does not match website, verify before send",The Aesthetics Lounge & Spa,The Aesthetics Lounge & Spa,Raleigh,NC,raleigh@tal-spa.com,https://raleigh.theaestheticsloungeandspa.com/,(919) 813-0043,5.0,132,Monday;Saturday;Sunday,4,full_weekend_closed,weekend calls,"Weekends show closed on your Google profile, Saturday and Sunday.",
218,A,email domain matches clinic website,The Bay Aesthetics,The Bay Aesthetics,Tampa,FL,info@thebayaesthetics.com,http://www.thebayaesthetics.com/,(813) 374-3872,5.0,226,Sunday,6,weekend_gap_high_demand,sunday calls,"226 Google reviews at 5.0 says the demand around Tampa is already there, and the listing has you closed Sundays.",
219,A,email domain matches clinic website,The Fort Lauderdale MedSpa,The Fort Lauderdale MedSpa,Fort Lauderdale,FL,caroline@thefortlauderdalemedspa.com,http://thefortlauderdalemedspa.com/,(954) 560-1380,5.0,194,Sunday,6,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 194 reviewers are scrolling.",
220,C,"corporate domain does not match website, verify before send",The Fountain MRI Full Body Scan West Palm Beach,The Fountain MRI Full Body Scan West Palm Beach,West Palm Beach,FL,info@brandnorth.com,https://thefountainwpb.com/?utm_campaign=gmb,(561) 786-9522,4.8,130,Sunday,6,sunday_closed,sunday calls,Noticed Sundays are dark on your listing.,
221,C,"corporate domain does not match website, verify before send",The Heights Plastic Surgery Med Spa,The Heights Plastic Surgery Med Spa,San Antonio,TX,drdecherd@drdecherd.com,https://theheightsplasticmedspa.com/contact/med-spa-san-antonio/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,(210) 963-5889,4.9,192,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"192 Google reviews at 4.9 says the demand around San Antonio is already there, and the listing has you closed Sundays.",
222,SUPPRESS,"scraper placeholder, would hard bounce",The House of Wellness Med Spa,The House of Wellness Med Spa,Atlanta,GA,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://thowmedspa.org/,(404) 963-7531,5.0,104,Thursday,6,,,,
223,A,email domain matches clinic website,The Institute | Skin Clinic,The Institute | Skin Clinic,Miami,FL,info@theinstitutemiami.com,http://www.theinstitutemiami.com/,(305) 767-7064,5.0,148,Sunday,6,sunday_closed,sunday calls,Noticed Sundays are dark on your listing.,
224,B,"free provider, real but likely personal",The Look Med Spa,The Look Med Spa,Las Vegas,NV,thelookmedspa@gmail.com,http://thelookmedspalv.com/,(702) 246-2238,4.9,486,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"486 Google reviews at 4.9 says the demand around Las Vegas is already there, and the listing has you closed Sundays.",
225,A,email domain matches clinic website,The Method Aesthetics + Wellness,The Method Aesthetics + Wellness,St Louis,MO,info@themethodstl.com,https://www.themethodstl.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(314) 866-5801,5.0,150,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 150 reviewers are scrolling.",
226,A,email domain matches clinic website,The Modern Aesthetic,The Modern Aesthetic,Charlotte,NC,info@themodernaesthetic.co,http://www.themodernaesthetic.co/,(704) 291-1568,4.9,393,Sunday,6,weekend_gap_high_demand,sunday calls,"4.9 across 393 reviews, and the calendar still shows Sunday dark.",
227,A,email domain matches clinic website,The Palm Medspa + Wellness,The Palm Medspa + Wellness,Orlando,FL,info@thepalmmedspa.com,https://thepalmmedspa.com/,(407) 347-4770,5.0,1062,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"1062 Google reviews at 5.0 says the demand around Orlando is already there, and the listing has you closed Sundays.",
228,SUPPRESS,"scraper placeholder, would hard bounce",The Phoenix Clinique,The Phoenix Clinique,Orlando,FL,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://phoenixclinique.com/,(407) 901-1808,5.0,104,Monday;Saturday;Sunday,4,,,,
229,A,email domain matches clinic website,The Shine Spa,The Shine Spa,St Louis,MO,contact@theshinespa.com,http://theshinespa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(314) 499-7199,5.0,669,Sunday,6,weekend_gap_high_demand,sunday calls,"5.0 across 669 reviews, and the calendar still shows Sunday dark.",
230,A,email domain matches clinic website,The Well Med Spa,The Well Med Spa,Scottsdale,AZ,info@thewellmedspa.com,http://www.thewellmedspa.com/,(480) 999-9355,4.9,204,Sunday,6,weekend_gap_high_demand,sunday calls,"204 Google reviews at 4.9 says the demand around Scottsdale is already there, and the listing has you closed Sundays.",
231,A,email domain matches clinic website,Thrive Aesthetic & Wellness,Thrive Aesthetic & Wellness,Portland,OR,info@thriveportland.com,http://www.thriveportland.com/,(503) 928-6581,4.9,270,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 270 reviewers are scrolling.",
232,A,email domain matches clinic website,Trifecta Med Spa Downtown,Trifecta Med Spa Downtown,New York,NY,dt@trifectamedspanyc.com,https://trifectamedspanyc.com/location/downtown/,(212) 600-4112,4.8,156,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"4.8 across 156 reviews, and the calendar still shows Sunday dark.",
233,A,email domain matches clinic website,True Jewel Cosmetic & Plastic Surgery Center,True Jewel Cosmetic & Plastic Surgery Center,Washington,DC,info@truejewelcosmeticcenter.com,https://www.truejewelcosmeticcenter.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,(424) 434-6999,5.0,780,Saturday,6,high_volume_phone_load,front desk,780 reviews at 5.0 is a lot of traffic running through one front desk.,
234,C,"corporate domain does not match website, verify before send",Tulum Wellness Spa,Tulum Wellness Spa,Houston,TX,info@tulumms.com,https://tulumwellness.com/,(832) 707-0407,4.8,443,Monday;Sunday,5,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 443 reviewers are scrolling.",
235,A,email domain matches clinic website,Vega Vitality MedSpa & Wellness - Back Bay Boston,Vega Vitality MedSpa & Wellness,Boston,MA,info@vegavitality.com,http://vegavitality.com/,(617) 658-3421,4.9,110,Saturday;Sunday,5,full_weekend_closed,weekend calls,"Weekends show closed on your Google profile, Saturday and Sunday.",
236,A,email domain matches clinic website,Veritas Backstage Beauty & Plastic Surgery,Veritas Backstage Beauty & Plastic Surgery,Austin,TX,clientcare@veritasbackstage.com,https://veritasbackstage.com/,(512) 910-2070,4.8,106,Monday;Sunday,5,sunday_closed,sunday calls,Your Google hours show Sundays closed in Austin.,
237,A,email domain matches clinic website,VIIV WELLNESS HAUS,Viiv Wellness Haus,Miami,FL,contact@viivwellnesshaus.com,http://viivwellnesshaus.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(786) 550-6249,5.0,325,Monday;Sunday,5,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 325 reviewers are scrolling.",
238,A,email domain matches clinic website,VIO Med Spa | Fort Lauderdale,VIO Med Spa | Fort Lauderdale,Fort Lauderdale,FL,fortlauderdale@viomedspa.com,https://www.viomedspa.com/fort-lauderdale/?utm_source=GBP&utm_medium=GBP+Listing,(954) 687-1846,4.9,319,Sunday,6,weekend_gap_high_demand,sunday calls,"4.9 across 319 reviews, and the calendar still shows Sunday dark.",
239,A,email domain matches clinic website,VIO Med Spa | Jacksonville,VIO Med Spa | Jacksonville,Jacksonville,FL,bartrampark@viomedspa.com,https://www.viomedspa.com/jacksonville/?utm_source=GBP&utm_medium=GBP+Listing,(904) 454-8010,4.7,136,Sunday,6,sunday_closed,sunday calls,Your Google hours show Sundays closed in Jacksonville.,
240,A,email domain matches clinic website,VIO Med Spa | Rea Farms,VIO Med Spa | Rea Farms,Charlotte,NC,reafarms@viomedspa.com,https://www.viomedspa.com/charlotte/?utm_source=GBP&utm_medium=GBP+Listing,(980) 470-4846,4.9,120,Sunday,6,sunday_closed,sunday calls,"Sunday reads closed on the listing, which tends to be a heavy browsing day for injectables.",
241,A,email domain matches clinic website,VIO Med Spa | Upper Arlington,VIO Med Spa | Upper Arlington,Columbus,OH,upperarlington@viomedspa.com,https://www.viomedspa.com/upper-arlington/?utm_source=GBP+Listing&utm_medium=GBP,(614) 686-4418,4.9,179,Monday;Sunday,5,weekend_gap_high_demand,sunday calls,"4.9 across 179 reviews, and the calendar still shows Sunday dark.",
242,A,email domain matches clinic website,VIO Med Spa | West U,VIO Med Spa | West U,Houston,TX,westu@viomedspa.com,https://www.viomedspa.com/locations/houstonwestu,(346) 771-6630,4.9,113,Monday;Sunday,5,sunday_closed,sunday calls,Your Google hours show Sundays closed in Houston.,
243,A,email domain matches clinic website,VIVE Med Spa,VIVE,Denver,CO,info@vivemedspadenver.com,https://www.vivemedspadenver.com/,(720) 698-3327,4.9,622,Tuesday,6,high_volume_phone_load,front desk,4.9 across 622 reviews suggests the phone rarely stops.,
244,A,email domain matches clinic website,White Pearl Med-Spa & Nail Lounge,White Pearl Med-Spa & Nail Lounge,Chicago,IL,info@whitepearlmedicalspa.com,https://whitepearlmedicalspa.com/,(847) 380-7157,4.8,503,Monday,6,high_volume_phone_load,front desk,503 reviews is real volume for a single location.,
245,A,email domain matches clinic website,Willow Glow Wellness Spa Clinics,Willow Glow Wellness Spa Clinics,San Jose,CA,info@glowclinics.com,https://glowclinics.com/,(669) 212-0038,4.7,217,Saturday,6,rating_floor,front desk,4.7 on Google in San Jose is a hard number to hold.,
246,A,email domain matches clinic website,Yofi MedSpa,Yofi,Philadelphia,PA,info@yofiaesthetics.com,https://www.yofiaesthetics.com/,(267) 710-9562,5.0,172,Saturday,6,service_breadth,pricing questions,Running facials alongside laser hair removal means a lot of different pricing questions.,
247,A,email domain matches clinic website,Zensken - Phoenix Med Spa & Aesthetic Injector Training,Zensken,Phoenix,AZ,info@zensken.com,https://www.zensken.com/,(623) 824-1727,5.0,119,Sunday,6,sunday_closed,sunday calls,Noticed Sundays are dark on your listing.,
248,A,email domain matches clinic website,Zi Medspa,Zi Medspa,Tampa,FL,info@zimedspa.com,https://www.zimedspa.com/,(813) 427-4700,5.0,172,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"172 Google reviews at 5.0 says the demand around Tampa is already there, and the listing has you closed Sundays.",
249,SUPPRESS,"scraper placeholder, would hard bounce",Aesthetic Nurse Ashley | Aluma Medical,Aesthetic Nurse Ashley | Aluma,San Diego,CA,user@domain.com,https://www.alumamedicalaesthetics.com/injector-directory/ashley-reader,(619) 330-6393,4.9,178,,7,,,,
250,A,email domain matches clinic website,Art of Beauty Aesthetics & Wellness | Peptide Clinic,Art of Beauty Aesthetics & Wellness | Peptide Clinic,Newport Beach,CA,support@aobaesthetics.com,http://aobaesthetics.com/?utm_source=GBP,(949) 658-3169,4.9,67,Saturday;Sunday,5,full_weekend_closed,weekend calls,"Weekends show closed on your Google profile, Saturday and Sunday.",
251,C,"corporate domain does not match website, verify before send",Ava Wellness and Rejuvenation Center,Ava Wellness and Rejuvenation Center,San Jose,CA,ava@avarejuvenation.com,https://theavaspa.com/,(408) 997-1803,4.8,143,Sunday,6,sunday_closed,sunday calls,Your Google hours show Sundays closed in San Jose.,
252,C,"corporate domain does not match website, verify before send",Azura Medical Spa,Azura,Charlotte,NC,info@azuramedspa.com,http://www.azuramedicalspa.com/,(980) 297-7733,4.7,97,Saturday;Sunday,5,full_weekend_closed,weekend calls,The listing has Azura dark both weekend days.,
253,A,email domain matches clinic website,Beachside Aesthetics & Wellness,Beachside Aesthetics & Wellness,Honolulu,HI,aloha@beachsideaestheticsandwellness.com,https://www.beachsideaestheticsandwellness.com/,(808) 490-5340,5.0,81,Sunday,6,sunday_closed,sunday calls,Noticed Sundays are dark on your listing.,
254,SUPPRESS,"scraper placeholder, would hard bounce",Beauty Energy Exchange Aesthetics and Wellness,Beauty Energy Exchange Aesthetics and Wellness,San Diego,CA,user@domain.com,https://www.beautyenergyexchange.com/,(858) 330-2477,5.0,214,Friday;Saturday;Sunday,4,,,,
255,A,email domain matches clinic website,BeautyBorn MedSpa,BeautyBorn,Phoenix,AZ,info@beautybornmedspa.com,https://beautybornmedspa.com/,(602) 962-3838,5.0,85,Monday;Sunday,5,sunday_closed,sunday calls,"Sunday reads closed on the listing, which tends to be a heavy browsing day for injectables.",
256,A,email domain matches clinic website,Bespoke Aesthetics,Bespoke Aesthetics,West Palm Beach,FL,contact@bespokeaestheticspb.com,https://bespokeaestheticspb.com/,(561) 337-3375,5.0,266,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"5.0 across 266 reviews, and the calendar still shows Sunday dark.",
257,SUPPRESS,"scraper placeholder, would hard bounce",Beverly Hills Aesthetic Medics,Beverly Hills Aesthetic Medics,Beverly Hills,CA,user@domain.com,http://bhaestheticmedics.com/,(310) 273-4247,4.3,80,,7,,,,
258,A,email domain matches clinic website,Beverly Hills Aesthetics,Beverly Hills Aesthetics,Beverly Hills,CA,info@bhaesthetics.com,https://www.bhaesthetics.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,(424) 284-8933,4.8,96,Sunday,6,sunday_closed,sunday calls,"Sunday reads closed on the listing, which tends to be a heavy browsing day for injectables.",
