row,tier,tier_reason,business_name,display_name,city,state,email,website,phone,rating,review_count,closed_days,open_days_count,signal_used,subject,first_line,spam_flags
729,B,"free provider, real but likely personal","First Look Med Spa, LLC",First Look Med Spa,Summit,NJ,modernaestheticscoinjectables@gmail.com,http://www.firstlookmedspa.com/,(413) 726-8507,5.0,105,Sunday,6,sunday_closed,sunday calls,"Sunday reads closed on the listing, which tends to be a heavy browsing day for injectables.",
735,B,"free provider, real but likely personal",Haus of Giving Face,Haus of Giving Face,Clearwater,FL,injectorkimmy@gmail.com,https://hausofgivingface.com/,(727) 238-3085,5.0,53,,7,rating_floor,front desk,Holding 5.0 stars says the chair-side work is dialed in.,
748,B,"free provider, real but likely personal",Legacy Aesthetics,Legacy Aesthetics,Pleasanton,CA,legacyaestheticsca@gmail.com,https://www.legacynp.com/,(925) 452-7472,5.0,171,,0,rating_floor,front desk,5.0 on Google puts you above most of the field.,
749,B,"free provider, real but likely personal",Lilly Beauty,Lilly Beauty,Temecula,CA,lillybeautytemecula@gmail.com,https://lillybeautytemecula.com/,(951) 553-4511,4.6,388,,7,high_volume_phone_load,front desk,388 reviews at 4.6 is a lot of traffic running through one front desk.,
751,B,"free provider, real but likely personal",Lium Laser and Med Spa,Lium Laser,Sugar Land,TX,omojetmarketing@gmail.com,https://liumlasermedspa.com/,(832) 714-0337,4.9,78,,7,rating_floor,front desk,4.9 on Google puts you above most of the field.,
754,B,"free provider, real but likely personal",Lola Aesthetics & Medi Spa,Lola Aesthetics,Ridgewood,NJ,flolangenp@gmail.com,https://www.lolaaestheticsmedispa.com/,(347) 228-2309,5.0,468,,7,high_volume_phone_load,front desk,468 reviews is real volume for a single location.,
774,B,"free provider, real but likely personal",NK Aesthetics & Wellness Lounge,NK Aesthetics & Wellness Lounge,Ridgewood,NJ,nkaestheticswl@gmail.com,https://www.nkaestheticswl.com/,(201) 500-6930,5.0,63,Saturday;Sunday,5,full_weekend_closed,weekend calls,The listing has NK Aesthetics & Wellness Lounge dark both weekend days.,
777,B,"free provider, real but likely personal",Oasis Iv Med Spa,Oasis Iv,Plantation,FL,oasisivspa@gmail.com,http://www.oasisivmedspa.com/,(954) 444-1969,5.0,93,Wednesday;Sunday,5,sunday_closed,sunday calls,"Sunday reads closed on the listing, which tends to be a heavy browsing day for injectables.",
782,B,"free provider, real but likely personal",Physician Aesthetic Institute,Physician Aesthetic Institute,Bonita Springs,FL,physicianaestheticinstitute@gmail.com,https://medspabonita.com/,(239) 457-2404,5.0,61,Saturday;Sunday,5,full_weekend_closed,weekend calls,"Saturday and Sunday both read closed on your listing, which is when a lot of aesthetic searches happen.",
783,B,"free provider, real but likely personal",Premier Health Spa,Premier Health Spa,Sugar Land,TX,premierhealthspaa@gmail.com,http://premierhealthspa.com/,(346) 368-2995,5.0,264,Sunday,6,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 264 reviewers are scrolling.",
792,B,"free provider, real but likely personal",Revive Medical Spa LLC.,Revive Medical Spa,Clearwater,FL,revivemedspaclearwater@gmail.com,https://www.myrevivespa.com/,(727) 218-8364,4.9,187,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 187 reviewers are scrolling.",
798,B,"free provider, real but likely personal",SKIN & LASER The Moran Medical Corp,SKIN & LASER The Moran Medical Corp,Weston,FL,sknbyanahi@hotmail.com,https://www.themoranmedical.com/,(754) 364-6662,5.0,189,,7,rating_floor,front desk,Holding 5.0 stars says the chair-side work is dialed in.,
799,B,"free provider, real but likely personal",Skin Aesthetics of SWFL,Skin Aesthetics of SWFL,Bonita Springs,FL,skinaestheticsswfl@gmail.com,http://www.skinaestheticsswfl.com/,(239) 442-8000,5.0,87,Monday;Sunday,5,sunday_closed,sunday calls,Noticed Sundays are dark on your listing.,
800,B,"free provider, real but likely personal",SKIN Med Spa & Laser,SKIN Med Spa & Laser,McKinney,TX,skinmedspastexas@gmail.com,http://skinmedspas.com/,(214) 935-9697,4.6,369,Monday;Sunday,5,weekend_gap_high_demand,sunday calls,"369 Google reviews at 4.6 says the demand around McKinney is already there, and the listing has you closed Sundays.",
814,B,"free provider, real but likely personal",THE LAB | Beauty and Laser Hair Removal,THE LAB | Beauty and Laser Hair Removal,Aventura,FL,thelab.aventura@gmail.com,http://labaventura.com/,(754) 400-1007,5.0,19,Sunday,6,sunday_closed,sunday calls,Noticed Sundays are dark on your listing.,
817,B,"free provider, real but likely personal",The Perfect Image MedSpa,The Perfect Image MedSpa,Katy,TX,theperfectimagemedspa@yahoo.com,https://theperfectimagemedspa.com/,(281) 396-4308,4.9,36,Saturday;Sunday,5,full_weekend_closed,weekend calls,"Weekends show closed on your Google profile, Saturday and Sunday.",
822,B,"free provider, real but likely personal",Tighter Lines Aesthetics,Tighter Lines Aesthetics,Jupiter,FL,tighterlinesaesthetics@gmail.com,http://tighterlinesaesthetics.com/,(561) 203-2765,5.0,140,Saturday;Sunday,5,full_weekend_closed,weekend calls,The listing has Tighter Lines Aesthetics dark both weekend days.,
826,B,"free provider, real but likely personal",Unique Clinic,Unique Clinic,Aventura,FL,uclinicmiami@gmail.com,https://www.uclinicmiami.com/,(954) 895-4707,4.9,351,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"4.9 across 351 reviews, and the calendar still shows Sunday dark.",
829,B,"free provider, real but likely personal",Vitality Spa Skincare & Wellness,Vitality Spa Skincare & Wellness,Delray Beach,FL,vitalityspaskincareandwellness@gmail.com,http://vitalityspaskincareandwellness.com/,(561) 403-7440,4.9,33,,7,rating_floor,front desk,4.9 on Google in Delray Beach is a hard number to hold.,
830,B,"free provider, real but likely personal",West Point Aesthetic Center,West Point Aesthetic Center,Rancho Santa Fe,CA,john.doe@gmail.com,http://iebotox.com/,(760) 230-1556,4.9,44,Monday;Sunday,5,sunday_closed,sunday calls,Your Google hours show Sundays closed in Rancho Santa Fe.,
834,B,"free provider, real but likely personal",Aesthetic Dreams Medispa,Aesthetic Dreams,New Canaan,CT,aestheticdreamsmedispa@gmail.com,http://www.dreamsmedispa.com/,(203) 295-8045,5.0,51,Sunday,6,sunday_closed,sunday calls,"Sunday reads closed on the listing, which tends to be a heavy browsing day for injectables.",
838,B,"free provider, real but likely personal",Aju The Spa,Aju The Spa,Pleasanton,CA,ajuthespa@gmail.com,https://ajuthespa.com/,(925) 557-8370,5.0,52,Tuesday;Sunday,5,sunday_closed,sunday calls,Noticed Sundays are dark on your listing.,
842,B,"free provider, real but likely personal",Bae Tox Aesthetics,Bae Tox Aesthetics,Westport,CT,rachaeltorresaesthetics@gmail.com,http://www.baetoxofwestport.com/,(203) 430-1827,5.0,55,Tuesday;Thursday;Sunday,4,sunday_closed,sunday calls,Your Google hours show Sundays closed in Westport.,
845,B,"free provider, real but likely personal",Beauty Oasis Rx Skincare - Acne Clinic,Beauty Oasis Rx Skincare,Allen,TX,infobeautyoasisrx@gmail.com,http://www.beautyoasisrx.com/,,4.9,98,,7,service_breadth,pricing questions,"day spa, facials and laser hair removal under one roof is a wide menu for one phone line.",
846,B,"free provider, real but likely personal",Beyond Beauty Med Spa,Beyond Beauty,Walnut Creek,CA,beyondbeautymedspawc@gmail.com,https://www.beyondbeautygoals.com/,(925) 915-5153,5.0,53,Sunday,6,sunday_closed,sunday calls,"Sunday reads closed on the listing, which tends to be a heavy browsing day for injectables.",
848,B,"free provider, real but likely personal",Chryzhelle's Aesthetics,Chryzhelle's Aesthetics,Pleasanton,CA,chryzhellesaesthetics@gmail.com,http://chryzhellesaesthetics.com/,(925) 226-8929,5.0,66,Monday;Tuesday;Sunday,4,sunday_closed,sunday calls,Your Google hours show Sundays closed in Pleasanton.,
855,B,"free provider, real but likely personal",Dr. J's Med Spa,Dr. J's,Temecula,CA,shawnadrjs@gmail.com,https://www.drjsmedspa.com/,(951) 319-1730,5.0,64,Saturday;Sunday,5,full_weekend_closed,weekend calls,The listing has Dr. J's dark both weekend days.,
857,B,"free provider, real but likely personal",Electrolysis & Skin Care Clinic,Electrolysis & Skin Care Clinic,Manhattan Beach,CA,loistec@aol.com,http://www.electrolysis-permanentmake-up.com/,(310) 372-5338,5.0,2,Monday;Tuesday;Saturday;Sunday,3,full_weekend_closed,weekend calls,"Saturday and Sunday both read closed on your listing, which is when a lot of aesthetic searches happen.",
859,B,"free provider, real but likely personal",EMME Skin Studio,EMME Skin Studio,Summit,NJ,emmemedspa@gmail.com,https://emmeskinclinic.com/,(716) 508-0515,5.0,53,Thursday;Saturday;Sunday,4,full_weekend_closed,weekend calls,"Weekends show closed on your Google profile, Saturday and Sunday.",
861,B,"free provider, real but likely personal",Essence Med Spa and Wellness Center,Essence Med Spa and Wellness Center,Aventura,FL,contact.essencemedspa@gmail.com,http://essencewellnessmedspa.com/,(305) 306-6633,5.0,29,Saturday;Sunday,5,full_weekend_closed,weekend calls,The listing has Essence Med Spa and Wellness Center dark both weekend days.,
863,B,"free provider, real but likely personal",Eternal Beauty Lifestyle,Eternal Beauty Lifestyle,Clearwater,FL,eternalbeautylifestyle@gmail.com,http://www.eternalbeautylifestyleclearwaterspa.com/,(239) 687-8150,5.0,68,Saturday;Sunday,5,full_weekend_closed,weekend calls,"Saturday and Sunday both read closed on your listing, which is when a lot of aesthetic searches happen.",
867,B,"free provider, real but likely personal",Flawless on Fifth,Flawless on Fifth,Temecula,CA,flawlessonfifth@gmail.com,http://www.flawlessonfifth.com/,(951) 382-4726,4.9,74,Monday;Sunday,5,sunday_closed,sunday calls,"Sunday reads closed on the listing, which tends to be a heavy browsing day for injectables.",
868,B,"free provider, real but likely personal",Gen B Medspa,Gen B,The Woodlands,TX,genbmedspa@gmail.com,http://genbmedspa.com/,(239) 423-2889,5.0,62,Saturday;Sunday,5,full_weekend_closed,weekend calls,"Weekends show closed on your Google profile, Saturday and Sunday.",
879,B,"free provider, real but likely personal",Injections By Sabina,Injections By Sabina,Ridgewood,NJ,nurseinjector79@gmail.com,https://www.injectionsbysabina.com/,(847) 284-3918,4.9,40,Saturday,6,rating_floor,front desk,Holding 4.9 stars says the chair-side work is dialed in.,
884,B,"free provider, real but likely personal",L'Lily Aesthetics,L'Lily Aesthetics,Palo Alto,CA,llilyaesthetics24@gmail.com,https://www.llilyaesthetics.com/?utm_campaign=google_business&utm_source=google_business&utm_medium=website,(650) 539-6347,4.8,10,Sunday,6,sunday_closed,sunday calls,Your Google hours show Sundays closed in Palo Alto.,
885,B,"free provider, real but likely personal",Lavish Skin By Maggie,Lavish Skin By Maggie,Burlingame,CA,lavishskinbymaggie@gmail.com,http://www.lavishskinbymaggie.com/,(650) 281-8136,5.0,18,Monday;Sunday,5,sunday_closed,sunday calls,"Sunday reads closed on the listing, which tends to be a heavy browsing day for injectables.",
903,B,"free provider, real but likely personal",Palm Beach Laser & Aesthetic,Palm Beach Laser & Aesthetic,Delray Beach,FL,wpblaser@gmail.com,https://www.wpblaser.com/laser-hair-removal-delray-beach-fl/,(561) 532-2557,4.7,25,,7,rating_floor,front desk,Holding 4.7 stars says the chair-side work is dialed in.,
911,B,"free provider, real but likely personal",Relax Studio SF,Relax Studio SF,Burlingame,CA,relaxstudiosf@gmail.com,http://relaxstudiosf.com/,(650) 668-9888,5.0,18,,7,rating_floor,front desk,5.0 on Google in Burlingame is a hard number to hold.,
927,B,"free provider, real but likely personal",The OC Spa & Wellness Center,The OC Spa & Wellness Center,Huntington Beach,CA,pamocspa@yahoo.com,http://www.theocspa.com/,(714) 625-4400,4.7,26,Monday;Sunday,5,sunday_closed,sunday calls,"Sunday reads closed on the listing, which tends to be a heavy browsing day for injectables.",
933,B,"free provider, real but likely personal",VICZ CARE - Brazilian Massage,Vicz Care,Burlingame,CA,viczcare@gmail.com,http://www.viczcare.com/,(415) 518-6585,5.0,46,Sunday,6,sunday_closed,sunday calls,"Sunday reads closed on the listing, which tends to be a heavy browsing day for injectables.",
937,B,"free provider, real but likely personal",Aesthetics by NHT,Aesthetics by NHT,Ridgewood,NJ,aestheticsbynht@gmail.com,https://www.aestheticsbynht.com/,(201) 563-2415,5.0,24,,0,rating_floor,front desk,5.0 on Google puts you above most of the field.,
943,B,"free provider, real but likely personal",Aroma 8 Med Spa,Aroma 8,Sugar Land,TX,aroma8medspa@gmail.com,https://aroma8spa.com/,(346) 741-3332,5.0,1,,7,rating_floor,front desk,5.0 on Google puts you above most of the field.,
949,B,"free provider, real but likely personal",Bare Beauty Esthetics,Bare Beauty Esthetics,Pleasanton,CA,melissaperry8325@gmail.com,http://melissavillados.wixsite.com/esthetics,(510) 305-8925,5.0,17,Wednesday;Friday;Sunday,4,sunday_closed,sunday calls,Noticed Sundays are dark on your listing.,
953,B,"free provider, real but likely personal",Belle Via Spa,Belle Via Spa,Encinitas,CA,belleviaspa@gmail.com,https://belleviaspa.com/,(760) 402-0290,4.6,47,Saturday,6,rating_floor,front desk,4.6 on Google in Encinitas is a hard number to hold.,
956,B,"free provider, real but likely personal",botox anonymous,botox anonymous,Pearland,TX,avennekotter@gmail.com,http://www.botoxanonymous.com/,(713) 408-1730,5.0,20,Saturday;Sunday,5,full_weekend_closed,weekend calls,"Saturday and Sunday both read closed on your listing, which is when a lot of aesthetic searches happen.",
957,B,"free provider, real but likely personal",Catalina Skin + Body,Catalina Skin + Body,New Canaan,CT,catalinaskinandbody@gmail.com,https://catalinaskinandbody.com/,(203) 241-1611,5.0,7,,0,rating_floor,front desk,Holding 5.0 stars says the chair-side work is dialed in.,
958,B,"free provider, real but likely personal",Clean Skin Clear Vibe Spa,Clean Skin Clear Vibe Spa,Pearland,TX,care_cleanskin@hotmail.com,http://www.cleanskinclearvibespa.com/,(346) 543-2455,5.0,43,Monday;Sunday,5,sunday_closed,sunday calls,Noticed Sundays are dark on your listing.,
969,B,"free provider, real but likely personal",Encore Medspa,Encore,Pleasanton,CA,encoremedspa@gmail.com,http://www.encoremdspa.com/,(925) 932-1843,5.0,2,Monday;Sunday,5,sunday_closed,sunday calls,"Sunday reads closed on the listing, which tends to be a heavy browsing day for injectables.",
972,B,"free provider, real but likely personal",Grand Medical Spa,Grand,Huntington Beach,CA,grandspaca@gmail.com,https://grandmedspaca.com/,(714) 766-5568,5.0,1,,7,rating_floor,front desk,Holding 5.0 stars says the chair-side work is dialed in.,
986,B,"free provider, real but likely personal","Luxe Complexion Aesthetics, LLC",Luxe Complexion Aesthetics,Jupiter,FL,esthetics.kelsey@gmail.com,https://luxe-complexion.com/,(561) 225-4749,5.0,24,Sunday,6,sunday_closed,sunday calls,Your Google hours show Sundays closed in Jupiter.,
989,B,"free provider, real but likely personal",Mindful Esthetics By Tina,Mindful Esthetics By Tina,Jupiter,FL,mindfulestheticsbytina@gmail.com,https://tinaauricchio.glossgenius.com/,(954) 729-4594,5.0,47,Monday;Sunday,5,sunday_closed,sunday calls,Your Google hours show Sundays closed in Jupiter.,
991,B,"free provider, real but likely personal",Modern Day MedSpa,Modern Day,Westport,CT,vaneopdesign@gmail.com,https://moderndaymedspa.co/,(847) 508-8133,5.0,33,Tuesday;Friday;Sunday,4,sunday_closed,sunday calls,Noticed Sundays are dark on your listing.,
994,B,"free provider, real but likely personal",Monetâ€™s European Skin Care Med Spa & Boutique,Monetâ€™s European Skin Care Med Spa & Boutique,Huntington Beach,CA,mariemonetla@gmail.com,https://mariemonet.com/,(714) 660-3578,4.6,41,Sunday,6,sunday_closed,sunday calls,Noticed Sundays are dark on your listing.,
998,B,"free provider, real but likely personal",Nice Skin Aesthetic Med Spas,Nice Skin Aesthetic Med Spas,Huntington Beach,CA,niceskinaesthetics@gmail.com,https://www.niceskin.com/contact,(714) 587-4704,5.0,3,Saturday;Sunday,5,full_weekend_closed,weekend calls,"Saturday and Sunday both read closed on your listing, which is when a lot of aesthetic searches happen.",
1001,B,"free provider, real but likely personal",Persimmon Burlingame,Persimmon Burlingame,Burlingame,CA,glittershooting@gmail.com,https://tr.ee/zYs8Css6b7,(510) 602-2897,5.0,4,,0,rating_floor,front desk,5.0 on Google in Burlingame is a hard number to hold.,
1002,B,"free provider, real but likely personal",Pi Head Spa & Beauty,Pi Head Spa & Beauty,Huntington Beach,CA,piheadspa@gmail.com,https://www.piheadspabeauty.com/,(714) 452-9296,4.7,49,,7,rating_floor,front desk,Holding 4.7 stars says the chair-side work is dialed in.,
1003,B,"free provider, real but likely personal",Pura Skyn Aesthetics,Pura Skyn Aesthetics,Allen,TX,puraskynaesthetics@gmail.com,http://puraskynaesthetics.com/,(214) 586-0196,4.9,42,,0,rating_floor,front desk,4.9 on Google puts you above most of the field.,
1011,B,"free provider, real but likely personal",Rosele Aesthetics | MedSpa,Rosele Aesthetics |,Montclair,NJ,roseleaesthetics@gmail.com,https://www.roseleaesthetics.com/,(908) 873-5979,5.0,32,Sunday,6,sunday_closed,sunday calls,"Sunday reads closed on the listing, which tends to be a heavy browsing day for injectables.",
1013,B,"free provider, real but likely personal",Sand Spa DTMB,Sand Spa DTMB,Manhattan Beach,CA,thesandspa@gmail.com,https://sand-spa.com/,(310) 755-9084,4.4,9,,7,rating_floor,front desk,4.4 on Google in Manhattan Beach is a hard number to hold.,
1017,B,"free provider, real but likely personal",Skin & Body Wellness by Kristen,Skin & Body Wellness by Kristen,Pleasanton,CA,kristenbobertz@gmail.com,http://skinandbodywellnessbykristen.com/,(925) 788-7649,5.0,22,Sunday,6,sunday_closed,sunday calls,"Sunday reads closed on the listing, which tends to be a heavy browsing day for injectables.",
1019,B,"free provider, real but likely personal",Skin Care By Meera,Skin Care By Meera,Burlingame,CA,skincarebymeera@gmail.com,http://skincarebymeera.com/,(650) 425-3845,5.0,33,,7,rating_floor,front desk,5.0 on Google in Burlingame is a hard number to hold.,
1021,B,"free provider, real but likely personal",Skinsta,Skinsta,Carlsbad,CA,skinstaspa@gmail.com,https://skinstaspa.com/,(530) 953-7378,5.0,42,,7,rating_floor,front desk,5.0 on Google puts you above most of the field.,
1027,B,"free provider, real but likely personal",Standards of Skin,Standards of Skin,Manhattan Beach,CA,christine.morgan1227@gmail.com,https://standardsofskin.com/,(818) 439-9310,5.0,26,Monday;Thursday;Friday;Sunday,3,sunday_closed,sunday calls,Noticed Sundays are dark on your listing.,
1030,B,"free provider, real but likely personal",Taylor M Beauty,Taylor M Beauty,Jupiter,FL,taylor.douglas1@yahoo.com,https://taylormbeauty.glossgenius.com/,(561) 420-4091,5.0,43,Monday;Sunday,5,sunday_closed,sunday calls,Noticed Sundays are dark on your listing.,
1032,B,"free provider, real but likely personal",The Aesthetic Touch by Raya,The Aesthetic Touch by Raya,Allen,TX,certifiedinjectorraya@gmail.com,https://www.aesthetictouchbyraya.com/,(949) 323-1639,5.0,44,Wednesday;Saturday;Sunday,4,full_weekend_closed,weekend calls,The listing has The Aesthetic Touch by Raya dark both weekend days.,
1034,B,"free provider, real but likely personal",The Beauty Vault Winter Park,The Beauty Vault Winter Park,Winter Park,FL,thebeautyvaultwp@gmail.com,https://squareup.com/appointments/book/LYYKBHMMJPHTB,(407) 900-8158,5.0,27,Monday;Sunday,5,sunday_closed,sunday calls,Your Google hours show Sundays closed in Winter Park.,
1037,B,"free provider, real but likely personal",The Space Aesthetics,The Space Aesthetics,Burlingame,CA,tsamedicalspa@gmail.com,https://tsamedicalspa.com/,(341) 345-7629,5.0,44,Wednesday;Thursday;Sunday,4,sunday_closed,sunday calls,Your Google hours show Sundays closed in Burlingame.,
1039,B,"free provider, real but likely personal",The True Skin Clinic,The True Skin Clinic,Encinitas,CA,thetrueskinclinic@gmail.com,https://www.thetrueskin-clinic.com/,(760) 214-6564,4.9,34,Sunday,6,sunday_closed,sunday calls,Noticed Sundays are dark on your listing.,
1042,B,"free provider, real but likely personal",Tierra Tindill Aesthetics,Tierra Tindill Aesthetics,Rancho Santa Fe,CA,ttindillbeauty@gmail.com,https://tierratindillaesthetics.my.canva.site/,(619) 630-7157,5.0,7,Thursday,6,rating_floor,front desk,5.0 on Google puts you above most of the field.,
1047,B,"free provider, real but likely personal",Wink Aesthetic Clinic,Wink Aesthetic Clinic,Palo Alto,CA,winkbeauty2021@gmail.com,http://winkaestheticmtv.com/,(650) 282-5209,4.7,25,,7,rating_floor,front desk,Holding 4.7 stars says the chair-side work is dialed in.,
1048,B,"free provider, real but likely personal",Woodlands Aesthetics,Woodlands Aesthetics,The Woodlands,TX,woodlandsaesthetics@gmail.com,http://www.woodlandsaesthetics.com/,(281) 363-4450,5.0,21,Saturday;Sunday,5,full_weekend_closed,weekend calls,"Weekends show closed on your Google profile, Saturday and Sunday.",
1049,B,"free provider, real but likely personal",Yasou Electrolysis And Skin Care,Yasou Electrolysis And Skin Care,Summit,NJ,yasouspa@yahoo.com,http://yasouspa.com/,(413) 774-7400,4.7,12,,0,rating_floor,front desk,4.7 on Google in Summit is a hard number to hold.,
