row,tier,tier_reason,business_name,display_name,city,state,email,website,phone,rating,review_count,closed_days,open_days_count,signal_used,subject,first_line,spam_flags
492,SUPPRESS,"scraper placeholder, would hard bounce",Turtle Creek Medical Aesthetics,Turtle Creek,Dallas,TX,user@domain.com,http://www.turtlecreekaesthetics.us/,(469) 708-9364,5.0,8,Monday;Wednesday;Friday;Saturday;Sunday,2,,,,
496,SUPPRESS,"scraper placeholder, would hard bounce",VIOcosmedical PA,VIOcosmedical PA,Fort Lauderdale,FL,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,http://www.viocosmedical.com/,(954) 270-5042,4.9,47,Sunday,6,,,,
506,SUPPRESS,"scraper placeholder, would hard bounce",Advanced Aesthetics & Wellness,Advanced Aesthetics & Wellness,The Woodlands,TX,user@domain.com,http://www.aawtexas.com/?utm_source=GBP,(346) 202-3070,5.0,74,Sunday,6,,,,
509,SUPPRESS,"scraper placeholder, would hard bounce",Aespala MedSpa & Plastic Surgery,Aespala MedSpa & Plastic Surgery,Darien,CT,jack@greensock.com,https://aespala.com/?utm_source=GMB&utm_medium=organic&utm_campaign=oakbrook,(630) 574-7777,4.8,238,Saturday;Sunday,5,,,,
510,SUPPRESS,duplicate of row 8 (multi-location chain),Aesthetic District Medspa Winter Park,Aesthetic District Medspa Winter Park,Winter Park,FL,info@districtmedspa.com,https://admedicalspa.com/,(407) 706-8442,5.0,67,Sunday,6,,,,
515,SUPPRESS,"scraper placeholder, would hard bounce",Aesthetx,Aesthetx,Palo Alto,CA,jane@example.com,https://www.aesthetx.com/menlo-park/?utm_source=gbplisting&utm_medium=organic&utm_campaign=menlopark-gbp,(650) 885-9242,5.0,89,Saturday;Sunday,5,,,,
523,SUPPRESS,"scraper placeholder, would hard bounce",Aneva Skin,Aneva Skin,McKinney,TX,13e49d785d8d4f828038b6136f3b48ba@sentry.io,http://anevaskin.com/,(469) 796-8129,5.0,108,Sunday,6,,,,
527,SUPPRESS,"scraper placeholder, would hard bounce",ASAP IVs,ASAP IVs,Pleasanton,CA,user@domain.com,https://www.asapivs.com/,(415) 295-2316,5.0,1176,,7,,,,
533,SUPPRESS,"scraper placeholder, would hard bounce",Be Youthful Aesthetics,Be Youthful Aesthetics,Rancho Santa Fe,CA,user@domain.com,http://beyouthfulaesthetics.com/,(858) 618-1156,5.0,421,Saturday;Sunday,5,,,,
543,SUPPRESS,duplicate of row 542 (multi-location chain),Beverly Hills Rejuvenation Center â€¢ Med Spa - Flower Mound,Beverly Hills Rejuvenation Center â€¢,Flower Mound,TX,corporate@bhrcdallas.com,https://bhrcdallas.com/,(972) 355-2777,4.4,259,Saturday;Sunday,5,,,,
548,SUPPRESS,"scraper placeholder, would hard bounce",Body Suite Spa,Body Suite Spa,Redondo Beach,CA,user@domain.com,http://www.bodysuitespa.com/,(310) 702-4507,5.0,200,,7,,,,
557,SUPPRESS,"scraper placeholder, would hard bounce",Coco Med Spa,Coco,St Petersburg,FL,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,http://www.cocomedspa.com/,(727) 954-6166,5.0,375,Sunday,6,,,,
558,SUPPRESS,"scraper placeholder, would hard bounce",Cosmetic Skin & Laser Center,Cosmetic Skin & Laser Center,Winter Park,FL,email@cslcbeauty.com,https://cslcbeauty.com/winterpark/,(407) 636-7539,4.8,348,Wednesday;Saturday;Sunday,4,,,,
573,SUPPRESS,"scraper placeholder, would hard bounce",Inglewood Laser & Aesthetics Plus,Inglewood Laser & Aesthetics Plus,Short Hills,NJ,user@domain.com,https://www.inglewoodlaser.com/,(310) 673-5307,4.9,56,Saturday;Sunday,5,,,,
577,SUPPRESS,"scraper placeholder, would hard bounce",JENNVIE Med Spa,JENNVIE,Westport,CT,user@domain.com,https://www.jennviemedspa.com/,(203) 693-1237,5.0,60,Sunday,6,,,,
594,SUPPRESS,duplicate of row 593 (multi-location chain),NakedMD Med Spa Temecula,NakedMD Med Spa Temecula,Temecula,CA,concierge@nakedmd.com,https://www.nakedmd.com/pages/locations-temecula-ca,(951) 383-6068,4.9,847,Sunday,6,,,,
595,SUPPRESS,duplicate of row 593 (multi-location chain),NakedMD Med Spa Torrance,NakedMD Med Spa Torrance,Redondo Beach,CA,concierge@nakedmd.com,https://www.nakedmd.com/pages/locations-torrance,(424) 271-9800,4.8,867,Sunday,6,,,,
596,SUPPRESS,duplicate of row 593 (multi-location chain),NakedMD Med Spa Walnut Creek,NakedMD Med Spa Walnut Creek,Walnut Creek,CA,concierge@nakedmd.com,https://www.nakedmd.com/pages/med-spa-walnut-creek-ca,(925) 378-3668,4.9,586,Sunday,6,,,,
602,SUPPRESS,"scraper placeholder, would hard bounce",New Luck Spa,New Luck Spa,Flower Mound,TX,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,http://newluckspatx.wixsite.com/75028,(469) 777-9460,4.9,267,,7,,,,
606,SUPPRESS,"scraper placeholder, would hard bounce",Nu Age Aesthetics,Nu Age Aesthetics,Clearwater,FL,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.nuageaesthetics.com/,(727) 656-0165,4.9,158,Sunday,6,,,,
610,SUPPRESS,"scraper placeholder, would hard bounce",OSVI Dermatology and Surgery Institute,OSVI Dermatology and Surgery Institute,Manhattan Beach,CA,user@domain.com,https://www.osvidermatology.com/,(310) 546-7780,4.9,285,Saturday;Sunday,5,,,,
617,SUPPRESS,"scraper placeholder, would hard bounce",Project Zen Massage and Bodywork,Project Zen Massage and Bodywork,Burlingame,CA,user@domain.com,http://www.projectzenmassage.com/,(650) 889-5000,4.7,139,,7,,,,
629,SUPPRESS,duplicate of row 628 (multi-location chain),Revive Med Spa - Walnut Creek,Revive,Walnut Creek,CA,info@revive.md,https://revive.md/locations/ca/walnutcreek/?utm_campaign=WC&utm_medium=profile&utm_source=google,(925) 266-3511,4.6,235,,7,,,,
630,SUPPRESS,"scraper placeholder, would hard bounce",Salt & Sky Wellness,Salt & Sky Wellness,Ridgewood,NJ,user123@email.com,https://saltskywellness.com/?utm_source=gbp&utm_medium=organic,(201) 250-6840,5.0,85,Saturday;Sunday,5,,,,
638,SUPPRESS,"scraper placeholder, would hard bounce",Skinspirations,Skinspirations,Clearwater,FL,user@domain.com,https://www.skinspirations.com/,(727) 571-1923,4.9,308,Sunday,6,,,,
642,SUPPRESS,"scraper placeholder, would hard bounce",SKN,Skn,Montclair,NJ,user@domain.com,http://www.sknmontclair.com/,(862) 213-3622,4.8,111,Monday,6,,,,
649,SUPPRESS,duplicate of row 648 (multi-location chain),Spade Skin Care & More Inc.,Spade Skin Care & More,Manhattan Beach,CA,info@myownspade.com,https://myownspade.com/,(424) 437-1004,4.4,98,Sunday,6,,,,
656,SUPPRESS,"scraper placeholder, would hard bounce",The Cosmetic Collective,The Cosmetic Collective,Palo Alto,CA,user@domain.com,https://www.thecosmeticcollectivespa.com/,(408) 464-9501,4.9,138,,7,,,,
661,SUPPRESS,"scraper placeholder, would hard bounce",The Skin Agency,The Skin Agency,Short Hills,NJ,jack@greensock.com,https://www.theskinagency.com/,(818) 308-7394,4.7,569,,7,,,,
662,SUPPRESS,"scraper placeholder, would hard bounce",The Skin Care Clinic,The Skin Care Clinic,Burlingame,CA,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.theskincareclinic.com/,(650) 347-2135,4.9,62,Sunday,6,,,,
669,SUPPRESS,"scraper placeholder, would hard bounce",Ultimate Image Cosmetic Medical Center,Ultimate Image Cosmetic Medical Center,Clearwater,FL,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,http://www.ultimateimagetampabay.com/,(727) 799-7000,4.6,336,Monday;Saturday;Sunday,4,,,,
672,SUPPRESS,duplicate of row 671 (multi-location chain),VIO Med Spa | Clifton,VIO Med Spa | Clifton,Montclair,NJ,queencreek@viomedspa.com,https://viomedspa.com/clifton/?utm_source=GBP&utm_medium=GBP+Listing,(862) 343-8044,5.0,446,,7,,,,
673,SUPPRESS,duplicate of row 671 (multi-location chain),VIO Med Spa | Delray Beach,VIO Med Spa | Delray Beach,Delray Beach,FL,queencreek@viomedspa.com,https://www.viomedspa.com/delray-beach/?utm_source=GBP&utm_medium=GBP+Listing,(561) 972-8339,4.9,247,Sunday,6,,,,
674,SUPPRESS,duplicate of row 671 (multi-location chain),VIO Med Spa | Flower Mound,VIO Med Spa | Flower Mound,Flower Mound,TX,queencreek@viomedspa.com,https://www.viomedspa.com/flowermound/?utm_source=GBP&utm_medium=GBP+Listing,(214) 222-5823,4.9,215,Sunday,6,,,,
675,SUPPRESS,duplicate of row 671 (multi-location chain),VIO Med Spa | McKinney,VIO Med Spa | McKinney,McKinney,TX,queencreek@viomedspa.com,https://www.viomedspa.com/mckinney/?utm_source=GBP&utm_medium=GBP+Listing,(945) 280-4846,4.8,107,Sunday,6,,,,
676,SUPPRESS,duplicate of row 671 (multi-location chain),VIO Med Spa | Sugar Land,VIO Med Spa | Sugar Land,Sugar Land,TX,queencreek@viomedspa.com,https://www.viomedspa.com/locations/sugar-land,(713) 256-0073,4.8,232,Sunday,6,,,,
691,SUPPRESS,"scraper placeholder, would hard bounce",Aesthetic skin studio,Aesthetic skin studio,Clearwater,FL,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://aestheticskinstudioclearwater.com/,(727) 418-1684,4.9,117,Monday;Sunday,5,,,,
712,SUPPRESS,"scraper placeholder, would hard bounce",Browtique Spa Rancho Santa Fe,Browtique Spa Rancho Santa Fe,Rancho Santa Fe,CA,user@domain.com,http://www.browtiquespa.com/,(858) 756-1334,4.8,27,Sunday,6,,,,
718,SUPPRESS,"scraper placeholder, would hard bounce",Ecstasy Laser Spa,Ecstasy Laser Spa,Sugar Land,TX,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,http://ecstasylaserspa.com/,(832) 853-5556,4.7,93,Sunday,6,,,,
719,SUPPRESS,"scraper placeholder, would hard bounce",Element Medical Aesthetics,Element,McKinney,TX,user@domain.com,https://www.elementmedicalaesthetics.com/,(972) 275-6167,5.0,69,Sunday,6,,,,
721,SUPPRESS,"scraper placeholder, would hard bounce",Elisha Marie Skin & Body,Elisha Marie Skin & Body,Palo Alto,CA,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.elishamarieskinandbody.com/,(650) 575-6943,4.9,86,,7,,,,
722,SUPPRESS,"scraper placeholder, would hard bounce",Elite Derma Med Spa,Elite Derma,McKinney,TX,user@domain.com,https://elitederma.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(214) 856-4085,4.9,135,Saturday;Sunday,5,,,,
724,SUPPRESS,"scraper placeholder, would hard bounce",Empower Med Spa,Empower,St Petersburg,FL,info@mysite.com,https://www.empowermedspafl.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=7865154777672459398,(813) 412-8346,5.0,31,Sunday,6,,,,
725,SUPPRESS,"scraper placeholder, would hard bounce",Ethereal Glow Aesthetics,Ethereal Glow Aesthetics,Palo Alto,CA,user@domain.com,https://etherealglowaesthetics.com/,(650) 881-2881,4.7,14,Sunday,6,,,,
726,SUPPRESS,"scraper placeholder, would hard bounce",Evolve Skin Spa and Wellness,Evolve Skin Spa and Wellness,Carlsbad,CA,user@domain.com,http://evolveskinspa.com/,(760) 576-1558,4.9,112,Sunday,6,,,,
728,SUPPRESS,"scraper placeholder, would hard bounce",Facial Theory Spa,Facial Theory Spa,Flower Mound,TX,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.facialtheoryspa.com/,(469) 684-3630,5.0,117,,7,,,,
731,SUPPRESS,"scraper placeholder, would hard bounce",Freedom Wellness and Aesthetics,Freedom Wellness and Aesthetics,Delray Beach,FL,user@domain.com,http://www.freedomwellnessandaesthetics.com/?utm_source=GBP,(561) 676-2302,5.0,103,Saturday;Sunday,5,,,,
732,SUPPRESS,"scraper placeholder, would hard bounce",Golden Aesthetics,Golden Aesthetics,Summit,NJ,user@domain.com,http://goldenaesthetics716.com/,(716) 218-0010,5.0,157,Monday;Wednesday;Sunday,4,,,,
733,SUPPRESS,"scraper placeholder, would hard bounce",Grace Medical Aesthetics,Grace,Westport,CT,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.gracemedicalaesthetics.com/,(914) 279-0081,4.9,77,Saturday,6,,,,
737,SUPPRESS,"scraper placeholder, would hard bounce",ID Skin Medical Aesthetics,ID Skin,Roseville,CA,user@domain.com,https://www.idskinmedspa.com/,(916) 472-1110,5.0,69,Saturday;Sunday,5,,,,
738,SUPPRESS,"scraper placeholder, would hard bounce",Illuminate Plastic Surgery - Palo Alto,Illuminate Plastic Surgery,Palo Alto,CA,jack@greensock.com,https://www.illuminateplasticsurgery.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=palo_alto,(650) 433-8621,4.5,49,Saturday;Sunday,5,,,,
743,SUPPRESS,"scraper placeholder, would hard bounce",Jeunesse Medical Aesthetics,Jeunesse,Carlsbad,CA,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,http://www.jeunessemedical.com/,(858) 337-9677,5.0,99,Monday;Saturday;Sunday,4,,,,
757,SUPPRESS,"scraper placeholder, would hard bounce",LS Spa Allen,LS Spa Allen,Allen,TX,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.lsspa-allen.com/,(972) 877-9123,5.0,18,,7,,,,
760,SUPPRESS,"scraper placeholder, would hard bounce","Lyft Facial Rejuvenation, LLC",Lyft Facial Rejuvenation,Summit,NJ,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,http://www.lyftrejuvenation.com/,(774) 200-8832,4.7,162,Monday;Sunday,5,,,,
762,SUPPRESS,"scraper placeholder, would hard bounce",MB SKIN SPA,Mb Skin Spa,Manhattan Beach,CA,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,http://www.mbskinspa.com/,(310) 546-5610,5.0,84,,7,,,,
768,SUPPRESS,"scraper placeholder, would hard bounce",Moxy Medical Spa,Moxy,St Petersburg,FL,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,http://moxymedicalspa.com/,(727) 373-8008,5.0,180,,7,,,,
770,SUPPRESS,duplicate of row 593 (multi-location chain),NakedMD Med Spa Huntington Beach,NakedMD Med Spa Huntington Beach,Huntington Beach,CA,concierge@nakedmd.com,https://www.nakedmd.com/,(657) 464-4985,5.0,94,Sunday,6,,,,
771,SUPPRESS,duplicate of row 593 (multi-location chain),NakedMD Med Spa Katy,NakedMD Med Spa Katy,Katy,TX,concierge@nakedmd.com,https://www.nakedmd.com/,(346) 369-8093,4.9,162,Sunday,6,,,,
772,SUPPRESS,"scraper placeholder, would hard bounce","New Leaf Aesthetics, PLLC",New Leaf Aesthetics,Allen,TX,user@domain.com,http://www.newleafaestheticstx.com/?y_source=1_MTA1NTUyMjYxNy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(469) 436-5441,5.0,124,Wednesday;Saturday;Sunday,4,,,,
775,SUPPRESS,"scraper placeholder, would hard bounce",Noir Medical Aesthetics,Noir,Carlsbad,CA,email@example.com,http://www.noirmedicalaesthetics.com/,(760) 688-8500,5.0,271,Monday;Saturday;Sunday,4,,,,
779,SUPPRESS,"scraper placeholder, would hard bounce",OC Beauty Box RN,OC Beauty Box RN,Huntington Beach,CA,user@domain.com,https://www.ocbeautyboxrn.com/,(714) 609-1989,5.0,33,,7,,,,
780,SUPPRESS,"scraper placeholder, would hard bounce",Off & Relax Head Spa - Temecula,Off & Relax Head Spa,Temecula,CA,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.offandrelaxheadspa.com/,(951) 987-2626,4.9,106,,7,,,,
788,SUPPRESS,"scraper placeholder, would hard bounce",Rejuvenation Medical Aesthetics & Spa,Rejuvenation Medical Aesthetics & Spa,Aventura,FL,info@domain.com,https://www.rejumedaesthetics.com/,(786) 557-5686,5.0,137,Sunday,6,,,,
790,SUPPRESS,"scraper placeholder, would hard bounce",Renew MD Facial Aesthetics,Renew MD Facial Aesthetics,Southlake,TX,name@example.com,https://renewmdmedspa.com/,(817) 678-5388,5.0,175,Saturday;Sunday,5,,,,
791,SUPPRESS,duplicate of row 628 (multi-location chain),Revive Med Spa - Roseville,Revive,Roseville,CA,info@revive.md,https://revive.md/locations/ca/roseville/?utm_campaign=RV&utm_medium=profile&utm_source=google,(916) 883-1338,4.2,118,Sunday,6,,,,
794,SUPPRESS,"scraper placeholder, would hard bounce",Salma's Advanced Skin and Hair Care,Salma's Advanced Skin and Hair Care,Sugar Land,TX,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.saskinandhair.com/,(832) 661-4984,4.9,46,Sunday,6,,,,
807,SUPPRESS,duplicate of row 647 (multi-location chain),Southlake Plastic Surgery Med Spa,Southlake Plastic Surgery,Southlake,TX,info@southlakeplasticsurgery.com,https://southlakeplasticsurgery.com/,(817) 442-0810,5.0,136,Monday;Saturday;Sunday,4,,,,
818,SUPPRESS,"scraper placeholder, would hard bounce",The Renewal Medspa & Wellness,The Renewal Medspa & Wellness,Weston,FL,user@domain.com,http://therenewalmedspa.com/,(630) 735-9533,5.0,108,Tuesday;Thursday;Friday;Sunday,3,,,,
824,SUPPRESS,"scraper placeholder, would hard bounce",Top Aesthetics Laser,Top Aesthetics Laser,Westport,CT,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://topskinlaser.com/,(914) 743-7900,4.6,433,Monday;Sunday,5,,,,
828,SUPPRESS,"scraper placeholder, would hard bounce",Vira Medspa,Vira,Sugar Land,TX,user@domain.com,https://www.viramedspa.com/,(346) 531-2611,5.0,212,Saturday;Sunday,5,,,,
831,SUPPRESS,"scraper placeholder, would hard bounce",Wisdom And Youth Medspa,Wisdom And Youth,Westport,CT,user@domain.com,https://www.wisdomandyouthllc.com/,(475) 471-0444,5.0,216,Sunday,6,,,,
833,SUPPRESS,"scraper placeholder, would hard bounce",Aesthetic & Longevity Solutions,Aesthetic & Longevity Solutions,Westport,CT,user@domain.com,http://www.medicalaestheticsltd.com/,(773) 775-6105,5.0,25,Sunday,6,,,,
839,SUPPRESS,"scraper placeholder, would hard bounce",Atelier Skin Pleasanton,Atelier Skin Pleasanton,Pleasanton,CA,hi@mystore.com,http://www.atelierskin.co/,(925) 202-9774,5.0,20,Monday;Tuesday;Saturday;Sunday,3,,,,
841,SUPPRESS,"scraper placeholder, would hard bounce",AURORA MD AESTHETICS AND HEAD SPA,Aurora Md Aesthetics And Head Spa,Huntington Beach,CA,user@domain.com,https://www.auroramdspa.com/?utm_source=GBP,(949) 998-5501,5.0,11,,7,,,,
843,SUPPRESS,"scraper placeholder, would hard bounce",BEAM Aesthetic Lounge,BEAM Aesthetic Lounge,Manhattan Beach,CA,user@domain.com,https://www.beam-skin.com/,(424) 216-8223,5.0,58,Monday;Saturday;Sunday,4,,,,
849,SUPPRESS,"scraper placeholder, would hard bounce",CR8 Health Delray Medspa & Longevity,CR8 Health Delray Medspa & Longevity,Delray Beach,FL,jane@email.com,https://cr8health.com/,(561) 749-9991,4.8,19,Sunday,6,,,,
853,SUPPRESS,duplicate of row 501 (multi-location chain),Dermaesthetics,Dermaesthetics,Roseville,CA,support@vagaro.com,http://vagaro.com/dermaesthetics,(916) 677-9401,5.0,138,Wednesday,6,,,,
864,SUPPRESS,"scraper placeholder, would hard bounce",Ethereal Medspa & Wellness x Masha,Ethereal Medspa & Wellness x Masha,Pleasanton,CA,user@domain.com,http://www.etherealmedspawellness.com/,(925) 718-0101,4.9,59,Monday;Sunday,5,,,,
865,SUPPRESS,"scraper placeholder, would hard bounce",Evry Aesthetics,Evry Aesthetics,Darien,CT,user@domain.com,https://myevryaesthetics.com/,(630) 333-4285,4.9,44,Monday;Sunday,5,,,,
870,SUPPRESS,duplicate of row 85 (multi-location chain),GLO30 Winter Park,GLO30 Winter Park,Winter Park,FL,franchise@glo30.com,https://glo30.com/winter-park/,(407) 392-9138,5.0,80,,7,,,,
871,SUPPRESS,"scraper placeholder, would hard bounce",GlowHaus Skin and Wellness,GlowHaus Skin and Wellness,Allen,TX,user@domain.com,https://www.glowhausskinwellness.com/?utm_source=GBP,(940) 277-2559,5.0,18,Monday;Tuesday;Thursday,4,,,,
874,SUPPRESS,"scraper placeholder, would hard bounce",HealthBay Medspa,HealthBay,Walnut Creek,CA,user@domain.com,https://www.healthbaymedspa.com/,(925) 885-8281,4.5,72,Sunday,6,,,,
881,SUPPRESS,duplicate of row 576 (multi-location chain),JeLuJa Medspa and Weight loss at Clifton,JeLuJa Medspa and Weight loss at Clifton,Ridgewood,NJ,doctorboutros@jelujaspa.com,http://jelujaspa.com/,(973) 777-7546,4.7,50,Saturday;Sunday,5,,,,
886,SUPPRESS,"scraper placeholder, would hard bounce",Louise Aesthetics,Louise Aesthetics,Walnut Creek,CA,user@domain.com,https://www.louiseaesthetics.com/?utm_source=GBP,(925) 322-1544,5.0,32,Monday;Wednesday;Thursday,4,,,,
887,SUPPRESS,"scraper placeholder, would hard bounce",Lumora Medical Aesthetics,Lumora,Encinitas,CA,user@domain.com,https://www.lumoramedicalaesthetics.com/?utm_source=GBP,(760) 492-7586,5.0,49,Saturday;Sunday,5,,,,
888,SUPPRESS,"scraper placeholder, would hard bounce",Lush Aesthetics & Wellness,Lush Aesthetics & Wellness,Ridgewood,NJ,hi@mystore.com,https://lush-aesthetics-105478.square.site/,(224) 391-2599,5.0,28,Saturday;Sunday,5,,,,
891,SUPPRESS,"scraper placeholder, would hard bounce",Mahtab Aesthetics,Mahtab Aesthetics,Rancho Santa Fe,CA,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,http://www.mahtabaesthetics.com/,(619) 393-9344,5.0,73,Saturday;Sunday,5,,,,
894,SUPPRESS,"scraper placeholder, would hard bounce",Meybely Aesthetics,Meybely Aesthetics,Allen,TX,user@domain.com,http://meybelyaesthetics.com/,(469) 492-8463,4.9,58,Wednesday;Sunday,5,,,,
898,SUPPRESS,"scraper placeholder, would hard bounce",My Spa by Sara,My Spa by Sara,Walnut Creek,CA,email@example.com,https://www.myspabysara.com/,(925) 899-3253,4.9,31,Monday;Tuesday;Sunday,4,,,,
899,SUPPRESS,"scraper placeholder, would hard bounce",Naqi Medical Spa & Wellness,Naqi Medical Spa & Wellness,New Canaan,CT,email@example.com,https://naqimedicalspa.com/,(475) 455-2020,5.0,13,Sunday,6,,,,
900,SUPPRESS,"scraper placeholder, would hard bounce",NeuroBeauty,NeuroBeauty,Walnut Creek,CA,user@domain.com,https://www.neurobeautyclinic.com/,(925) 726-3876,5.0,19,Saturday;Sunday,5,,,,
901,SUPPRESS,"scraper placeholder, would hard bounce",Neuva Aesthetics,Neuva Aesthetics,Clearwater,FL,user@domain.com,https://www.neuva-aesthetics.com/,(727) 554-2740,5.0,52,Sunday,6,,,,
907,SUPPRESS,duplicate of row 485 (multi-location chain),Radiance Advanced Skincare & Laser,Radiance Advanced Skincare & Laser,Summit,NJ,mymail@mailservice.com,https://www.radiancekelly.com/,(413) 386-8000,5.0,85,Saturday;Sunday,5,,,,
909,SUPPRESS,"scraper placeholder, would hard bounce",Rejeuvine Medspa,Rejeuvine,Carlsbad,CA,noreply@rejeuvine.com,https://www.rejeuvine.com/,(760) 753-5757,4.4,33,Monday;Sunday,5,,,,
913,SUPPRESS,"scraper placeholder, would hard bounce",Renew Clinical Skincare & Wellness,Renew Clinical Skincare & Wellness,Jupiter,FL,user@domain.com,http://www.renewclinicalskincare.com/,(561) 203-9693,5.0,61,Saturday;Sunday,5,,,,
914,SUPPRESS,"scraper placeholder, would hard bounce",Revitalize Medi-Spa,Revitalize Medi-Spa,Sugar Land,TX,noreply@revitalizemedispa.co,https://revitalizemedispa.co/services/,(832) 520-2616,5.0,89,Monday;Saturday;Sunday,4,,,,
915,SUPPRESS,"scraper placeholder, would hard bounce",Self Care 911 Med Spa,Self Care 911,Palo Alto,CA,user@domain.com,https://www.selfcare911.com/,(650) 460-9229,4.8,50,,7,,,,
920,SUPPRESS,duplicate of row 636 (multi-location chain),Skin Works Medical Spa â€“ El Segundo,Skin Works Medical Spa â€“ El Segundo,Manhattan Beach,CA,support@skinworksmed.com,https://skinworksmed.com/locations/el-segundo-med-spa/,(424) 321-4517,5.0,47,Tuesday;Thursday;Saturday;Sunday,3,,,,
928,SUPPRESS,duplicate of row 664 (multi-location chain),The Studio Med Spa,The Studio Med Spa,Rancho Santa Fe,CA,info@drkcosmetic.com,https://www.studiomedspa.com/rancho-penasquitos,(619) 900-7733,4.9,87,Monday;Saturday;Sunday,4,,,,
936,SUPPRESS,"scraper placeholder, would hard bounce",Aesthetics By Michelle,Aesthetics By Michelle,St Petersburg,FL,user@domain.com,https://aestheticsbymichellepa.com/,(727) 371-6889,4.9,38,,7,,,,
938,SUPPRESS,"scraper placeholder, would hard bounce",Aevum Aesthetics,Aevum Aesthetics,Plantation,FL,user@domain.com,http://aevumaesthetics.com/,(773) 996-2133,5.0,31,,0,,,,
939,SUPPRESS,"scraper placeholder, would hard bounce",AfterGlow Aesthetics,AfterGlow Aesthetics,Summit,NJ,user@domain.com,http://www.afterglowaestheticsna.com/,,5.0,100,,0,,,,
941,SUPPRESS,"scraper placeholder, would hard bounce",Allure Wellness & Esthetics,Allure Wellness & Esthetics,Plantation,FL,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.allurewellnessesthetics.com/,(954) 228-5034,5.0,26,Saturday;Sunday,5,,,,
942,SUPPRESS,"scraper placeholder, would hard bounce",Allure wellness lifestyle,Allure wellness lifestyle,Allen,TX,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://allurewellnesslifestyle.com/,(940) 218-8995,5.0,3,,7,,,,
945,SUPPRESS,"scraper placeholder, would hard bounce",Avante Aesthetics,Avante Aesthetics,Walnut Creek,CA,user@domain.com,https://www.avanteaesthetics.com/?utm_source=GBP,(925) 940-8008,5.0,39,Monday;Sunday,5,,,,
946,SUPPRESS,"scraper placeholder, would hard bounce",AwakenMD,AwakenMD,Palo Alto,CA,user@domain.com,http://www.awakenmd.com/,(650) 327-6122,5.0,7,Thursday;Saturday;Sunday,4,,,,
959,SUPPRESS,"scraper placeholder, would hard bounce",ClubInjectÂ® Allen,ClubInjectÂ® Allen,Allen,TX,user@domain.com,https://www.clubinject.com/allen,(480) 576-2246,4.9,14,,0,,,,
961,SUPPRESS,"scraper placeholder, would hard bounce",Defyned Aesthetics,Defyned Aesthetics,Pearland,TX,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://defynedbeauty.com/,(832) 228-4640,5.0,3,,7,,,,
974,SUPPRESS,"scraper placeholder, would hard bounce",Hermosa Aesthetics,Hermosa Aesthetics,Encinitas,CA,user@domain.com,http://hermosaesthetics.com/,(760) 454-5277,5.0,43,Sunday,6,,,,
978,SUPPRESS,"scraper placeholder, would hard bounce",Inner Glimmer Skin Care and Wellness Studio,Inner Glimmer Skin Care and Wellness Studio,Manhattan Beach,CA,user@domain.com,http://www.innerglimmer.com/,(310) 963-6802,5.0,33,Monday;Sunday,5,,,,
981,SUPPRESS,"scraper placeholder, would hard bounce",Laser Hair Removal at Nagada Med Spa,Laser Hair Removal at Nagada,Delray Beach,FL,you@company.com,http://nagadamedspa.com/,(954) 553-8924,5.0,13,,7,,,,
983,SUPPRESS,duplicate of row 752 (multi-location chain),Live Young Wellness Spa - Allen,Live Young Wellness Spa,Allen,TX,info@fmcsurgery.com,https://liveyoungspa.com/,(945) 215-7700,4.8,23,Monday;Sunday,5,,,,
